uid,text,type,type,readability,Analytic,adj,Affect
d_amalfi_6.txt,,human_deceptive,deceptive,59.72100067,86.99,5.15,3.86
d_amalfi_7.txt,,human_deceptive,deceptive,74.88600159,77.16,8.99,5.62
d_amalfi_8.txt,,human_deceptive,deceptive,62.61899948,92.05,5.05,7.07
d_amalfi_9.txt,,human_deceptive,deceptive,45.84500122,91.33,7.04,9.86
d_ambassador_1.txt,,human_deceptive,deceptive,79.68399811,36.67,7.37,7.37
d_ambassador_10.txt,,human_deceptive,deceptive,81.8259964,78.41,7.96,7.96
d_ambassador_11.txt,,human_deceptive,deceptive,52.02399826,52.65,7.84,7.84
d_ambassador_12.txt,,human_deceptive,deceptive,78.07700348,66.37,8.79,5.49
d_ambassador_13.txt,,human_deceptive,deceptive,65.96199799,78.11,6.33,8.23
d_ambassador_14.txt,,human_deceptive,deceptive,70.06300354,68.85,9.35,7.91
d_ambassador_15.txt,,human_deceptive,deceptive,62.98500061,50.27,9.41,8.24
d_ambassador_16.txt,,human_deceptive,deceptive,75.45400238,32.1,7.8,5.67
d_ambassador_17.txt,,human_deceptive,deceptive,66.32900238,86.45,9.52,7.48
d_ambassador_18.txt,,human_deceptive,deceptive,69.66500092,60.27,12.12,10.1
d_ambassador_19.txt,,human_deceptive,deceptive,63.03699875,79.24,10.47,7.56
d_ambassador_2.txt,,human_deceptive,deceptive,66.06199646,55.25,9.26,12.96
d_ambassador_20.txt,,human_deceptive,deceptive,78.90899658,47.73,9.62,11.54
d_ambassador_3.txt,,human_deceptive,deceptive,73.6780014,36.2,9.09,6.06
d_ambassador_4.txt,,human_deceptive,deceptive,59.04199982,83.65,9.09,12.73
d_ambassador_5.txt,,human_deceptive,deceptive,87.84400177,63.53,7.2,4
d_ambassador_6.txt,,human_deceptive,deceptive,67.9240036,44.34,8.51,7.09
d_ambassador_7.txt,,human_deceptive,deceptive,70.51100159,64.03,8.6,10.75
d_ambassador_8.txt,,human_deceptive,deceptive,64.2519989,80.02,8.16,4.08
d_ambassador_9.txt,,human_deceptive,deceptive,57.96500015,88.51,14.29,9.29
d_conrad_1.txt,,human_deceptive,deceptive,46.35900116,59.81,9.09,5.59
d_conrad_10.txt,,human_deceptive,deceptive,70.88700104,19.49,4.65,6.2
d_conrad_11.txt,,human_deceptive,deceptive,71.41000366,65.02,8.2,5.74
d_conrad_12.txt,,human_deceptive,deceptive,77.40000153,7.78,9.8,13.73
d_conrad_13.txt,,human_deceptive,deceptive,63.01800156,71.95,7.22,5.56
d_conrad_14.txt,,human_deceptive,deceptive,69.78600311,64.46,9.14,6.6
d_conrad_15.txt,,human_deceptive,deceptive,71.19599915,43.77,9.8,14.71
d_conrad_16.txt,,human_deceptive,deceptive,72.06999969,17.64,16.95,23.73
d_conrad_17.txt,,human_deceptive,deceptive,48.63899994,92.73,7.96,3.54
d_conrad_18.txt,,human_deceptive,deceptive,70.21099854,66.04,11.11,7.94
d_conrad_19.txt,,human_deceptive,deceptive,68.75900269,22.22,8.31,6.02
d_conrad_2.txt,,human_deceptive,deceptive,65.55699921,89.52,4.92,8.2
d_conrad_20.txt,,human_deceptive,deceptive,78.37200165,34.33,14.06,6.25
d_conrad_3.txt,,human_deceptive,deceptive,50.24399948,71.02,6.48,8.33
d_conrad_4.txt,,human_deceptive,deceptive,60.90200043,30.04,11.11,7.41
d_conrad_5.txt,,human_deceptive,deceptive,82.47599792,44.86,7.69,6.73
d_conrad_6.txt,,human_deceptive,deceptive,42.46300125,73,6.78,3.39
d_conrad_7.txt,,human_deceptive,deceptive,74.01599884,69.05,12,12
d_conrad_8.txt,,human_deceptive,deceptive,71.56199646,92.7,5.26,7.89
d_conrad_9.txt,,human_deceptive,deceptive,74.01599884,53.29,14.29,9.52
d_fairmont_1.txt,,human_deceptive,deceptive,72.06999969,52.12,8.28,8.97
d_fairmont_10.txt,,human_deceptive,deceptive,62.31299973,82.49,8.47,8.47
d_fairmont_11.txt,,human_deceptive,deceptive,67.07800293,66.04,8.64,11.11
d_fairmont_12.txt,,human_deceptive,deceptive,81.3769989,86.87,9.82,7.14
d_fairmont_13.txt,,human_deceptive,deceptive,73.65399933,25.6,6.5,4.88
d_fairmont_14.txt,,human_deceptive,deceptive,71.59600067,44.53,6.49,7.57
d_fairmont_15.txt,,human_deceptive,deceptive,53.49200058,62.58,8.22,9.59
d_fairmont_16.txt,,human_deceptive,deceptive,84.33699799,14.77,4.17,3.57
d_fairmont_17.txt,,human_deceptive,deceptive,67.58599854,39.11,3.03,3.03
d_fairmont_18.txt,,human_deceptive,deceptive,62.96699905,66.51,4.69,3.13
d_fairmont_19.txt,,human_deceptive,deceptive,73.03099823,57.28,6.57,9.6
d_fairmont_2.txt,,human_deceptive,deceptive,80.61499786,77.61,11.31,3.57
d_fairmont_20.txt,,human_deceptive,deceptive,58.7879982,78.84,10,8
d_fairmont_3.txt,,human_deceptive,deceptive,46.72700119,96.21,7.76,6.03
d_fairmont_4.txt,,human_deceptive,deceptive,61.91799927,49.68,14.58,10.42
d_fairmont_5.txt,,human_deceptive,deceptive,63.74499893,13.06,5.88,7.84
d_fairmont_6.txt,,human_deceptive,deceptive,56.41999817,30.09,7.29,7.29
d_fairmont_7.txt,,human_deceptive,deceptive,72.40899658,25.13,7.14,7.14
d_fairmont_8.txt,,human_deceptive,deceptive,68.44400024,39.89,9.48,8.17
d_fairmont_9.txt,,human_deceptive,deceptive,68.68599701,87.92,11.11,7.78
d_hardrock_1.txt,,human_deceptive,deceptive,77.90799713,53.96,8.47,6.78
d_hardrock_10.txt,,human_deceptive,deceptive,69.99900055,52.84,5.63,2.5
d_hardrock_11.txt,,human_deceptive,deceptive,69.18199921,73.53,7.44,5.79
d_hardrock_12.txt,,human_deceptive,deceptive,83.34500122,89.52,9.72,8.33
d_hardrock_13.txt,,human_deceptive,deceptive,69.77400208,42.52,8.57,4.76
d_hardrock_14.txt,,human_deceptive,deceptive,64.07499695,60.52,9.78,4.35
d_hardrock_15.txt,,human_deceptive,deceptive,66.18599701,65.45,7.55,6.29
d_hardrock_16.txt,,human_deceptive,deceptive,62.0870018,98.3,11.59,5.8
d_hardrock_17.txt,,human_deceptive,deceptive,76.04699707,88.49,4.35,2.9
d_hardrock_18.txt,,human_deceptive,deceptive,88.13200378,39.26,4.1,5.6
d_hardrock_19.txt,,human_deceptive,deceptive,65.31500244,65.5,8.7,6.09
d_hardrock_2.txt,,human_deceptive,deceptive,49.48199844,83.43,13.75,8.75
d_hardrock_20.txt,,human_deceptive,deceptive,69.98400116,87.78,10.24,6.02
d_hardrock_3.txt,,human_deceptive,deceptive,62.42699814,55.38,8.52,7.95
d_hardrock_4.txt,,human_deceptive,deceptive,79.59999847,45.37,7.62,5.71
d_hardrock_5.txt,,human_deceptive,deceptive,81.88300323,28.9,7.08,9.73
d_hardrock_6.txt,,human_deceptive,deceptive,77.60500336,70,4.39,5.26
d_hardrock_7.txt,,human_deceptive,deceptive,75.45600128,63.65,9.78,7.07
d_hardrock_8.txt,,human_deceptive,deceptive,71.47899628,67.16,7.44,6.05
d_hardrock_9.txt,,human_deceptive,deceptive,57.94599915,78.71,15.15,12.12
d_hilton_1.txt,,human_deceptive,deceptive,61.66400146,56.86,4.76,9.52
d_hilton_10.txt,,human_deceptive,deceptive,72.90299988,35.28,9.23,6.15
d_hilton_11.txt,,human_deceptive,deceptive,68.51699829,96.3,7.04,8.45
d_hilton_12.txt,,human_deceptive,deceptive,72.1969986,43.77,9.8,5.88
d_hilton_13.txt,,human_deceptive,deceptive,61.32699966,84.81,12,6
d_hilton_14.txt,,human_deceptive,deceptive,74.60900116,62.54,11.11,11.11
d_hilton_15.txt,,human_deceptive,deceptive,77.27799988,57.83,11.63,10.47
d_hilton_16.txt,,human_deceptive,deceptive,75.41699982,42.69,13.92,11.39
d_hilton_17.txt,,human_deceptive,deceptive,73.27100372,49.68,7.58,9.09
d_hilton_18.txt,,human_deceptive,deceptive,70.26000214,32.99,6.58,3.95
d_hilton_19.txt,,human_deceptive,deceptive,48.35900116,83.91,6.29,4.9
d_hilton_2.txt,,human_deceptive,deceptive,54.22000122,53.96,13.56,5.08
d_hilton_20.txt,,human_deceptive,deceptive,61.90599823,91.86,9.26,6.48
d_hilton_3.txt,,human_deceptive,deceptive,65.89399719,91.78,7.14,10.71
d_hilton_4.txt,,human_deceptive,deceptive,60.80799866,87.76,4.88,4.88
d_hilton_5.txt,,human_deceptive,deceptive,59.20999908,89.52,12.5,20
d_hilton_6.txt,,human_deceptive,deceptive,62.17200089,81.75,7.69,16.92
d_hilton_7.txt,,human_deceptive,deceptive,62.50999832,78.53,7.89,7.89
d_hilton_8.txt,,human_deceptive,deceptive,67.29000092,50.17,10.68,8.74
d_hilton_9.txt,,human_deceptive,deceptive,59.38100052,37.9,8.25,8.25
d_homewood_1.txt,,human_deceptive,deceptive,68.44499969,55.58,3.92,2.94
d_homewood_10.txt,,human_deceptive,deceptive,48.29700089,77.92,10.26,11.54
d_homewood_11.txt,,human_deceptive,deceptive,46.35499954,86.61,10.68,6.8
d_homewood_12.txt,,human_deceptive,deceptive,63.76200104,74.62,6.96,8.7
d_homewood_13.txt,,human_deceptive,deceptive,78.62599945,32.82,11.21,14.02
d_homewood_14.txt,,human_deceptive,deceptive,64.20200348,23.77,6.49,11.69
d_homewood_15.txt,,human_deceptive,deceptive,68.82099915,23.39,6.82,8.52
d_homewood_16.txt,,human_deceptive,deceptive,77.10299683,78.91,7.46,10.45
d_homewood_17.txt,,human_deceptive,deceptive,77.61699677,83.25,5.13,1.28
d_homewood_18.txt,,human_deceptive,deceptive,53.79700089,75.46,5.61,4.67
d_homewood_19.txt,,human_deceptive,deceptive,85.85900116,72.68,12.9,3.23
d_homewood_2.txt,,human_deceptive,deceptive,60.14300156,84.31,8.2,2.46
d_homewood_20.txt,,human_deceptive,deceptive,64.3710022,84.53,5.26,11.58
d_homewood_3.txt,,human_deceptive,deceptive,80.78500366,53.16,6.03,6.03
d_homewood_4.txt,,human_deceptive,deceptive,86.40000153,99,10.2,12.24
d_homewood_5.txt,,human_deceptive,deceptive,45.67599869,96.14,8.47,5.08
d_homewood_6.txt,,human_deceptive,deceptive,70.63200378,64.59,9.3,8.53
d_homewood_7.txt,,human_deceptive,deceptive,66.6780014,22.98,7.37,8.42
d_homewood_8.txt,,human_deceptive,deceptive,63.86500168,54.7,4,7
d_homewood_9.txt,,human_deceptive,deceptive,52.83300018,97.56,12.38,7.62
d_hyatt_1.txt,,human_deceptive,deceptive,72.26999664,33.17,7.91,5.76
d_hyatt_10.txt,,human_deceptive,deceptive,62.72299957,72.07,6.12,9.52
d_hyatt_11.txt,,human_deceptive,deceptive,75.2519989,11.31,8.43,8.43
d_hyatt_12.txt,,human_deceptive,deceptive,73.73500061,95.69,7.93,6.1
d_hyatt_13.txt,,human_deceptive,deceptive,73.93099976,86.31,6.38,5.32
d_hyatt_14.txt,,human_deceptive,deceptive,67.81600189,55.38,5.68,4.55
d_hyatt_15.txt,,human_deceptive,deceptive,60.02600098,44.34,4.96,3.55
d_hyatt_16.txt,,human_deceptive,deceptive,73.80400085,76.67,10.43,6.09
d_hyatt_17.txt,,human_deceptive,deceptive,70.48699951,65.48,5.88,2.26
d_hyatt_18.txt,,human_deceptive,deceptive,78.54100037,58.92,8.64,9.88
d_hyatt_19.txt,,human_deceptive,deceptive,71.59799957,24.3,9.7,5.6
d_hyatt_2.txt,,human_deceptive,deceptive,67.33300018,59.18,8.73,6.35
d_hyatt_20.txt,,human_deceptive,deceptive,65.60399628,53.77,7.21,4.5
d_hyatt_3.txt,,human_deceptive,deceptive,64.96299744,68.35,6.41,8.97
d_hyatt_4.txt,,human_deceptive,deceptive,63.01699829,63.53,16,16
d_hyatt_5.txt,,human_deceptive,deceptive,56.80699921,87.65,5.81,7.1
d_hyatt_6.txt,,human_deceptive,deceptive,74.16699982,30.58,16.28,16.28
d_hyatt_7.txt,,human_deceptive,deceptive,46.53900146,80.04,6.52,9.78
d_hyatt_8.txt,,human_deceptive,deceptive,72.91500092,61.07,10,12.86
d_hyatt_9.txt,,human_deceptive,deceptive,57.35100174,77.54,11.84,7.89
d_intercontinental_1.txt,,human_deceptive,deceptive,63.13700104,82.38,6.13,5.52
d_intercontinental_2.txt,,human_deceptive,deceptive,74.56600189,44.4,10.53,11.4
d_intercontinental_3.txt,,human_deceptive,deceptive,74.28199768,79.1,9.8,6.86
d_intercontinental_4.txt,,human_deceptive,deceptive,28.09199905,96.82,7.28,8.61
d_intercontinental_5.txt,,human_deceptive,deceptive,55.14899826,47.27,11.11,7.94
d_intercontinental_6.txt,,human_deceptive,deceptive,61.28900146,62.1,6.94,6.94
d_intercontinental_7.txt,,human_deceptive,deceptive,60.49599838,61.33,6.38,10.64
d_intercontinental_8.txt,,human_deceptive,deceptive,33.49599838,68.43,10.8,7.95
d_intercontinental_9.txt,,human_deceptive,deceptive,64.50099945,64.45,10.95,8.76
d_intercontinental_10.txt,,human_deceptive,deceptive,62.52299881,70.23,4.9,1.47
d_intercontinental_11.txt,,human_deceptive,deceptive,65.86599731,41.78,9.65,7.89
d_intercontinental_12.txt,,human_deceptive,deceptive,70.3789978,9.55,8.82,7.35
d_intercontinental_13.txt,,human_deceptive,deceptive,62.97100067,54.07,6.52,4.35
d_intercontinental_14.txt,,human_deceptive,deceptive,67.24700165,72.25,10.53,12.28
d_intercontinental_15.txt,,human_deceptive,deceptive,51.25999832,99,9.3,4.65
d_intercontinental_16.txt,,human_deceptive,deceptive,47.01599884,93.83,12.26,7.55
d_intercontinental_17.txt,,human_deceptive,deceptive,66.48600006,54.01,10.48,6.67
d_intercontinental_18.txt,,human_deceptive,deceptive,63.18700027,92.17,9.36,8.94
d_intercontinental_19.txt,,human_deceptive,deceptive,61.15599823,22.41,4.69,6.25
d_intercontinental_20.txt,,human_deceptive,deceptive,72.04199982,76.88,6.86,12.75
d_james_1.txt,,human_deceptive,deceptive,74.48999786,45.31,5.43,7.61
d_james_2.txt,,human_deceptive,deceptive,63.69599915,95.57,3.39,4.24
d_james_3.txt,,human_deceptive,deceptive,69.51100159,52.67,4.88,5.92
d_james_4.txt,,human_deceptive,deceptive,86.4509964,23.88,11.11,9.26
d_james_5.txt,,human_deceptive,deceptive,75.96099854,96.03,5.26,5.26
d_james_6.txt,,human_deceptive,deceptive,52.10400009,54.26,18.18,15.15
d_james_7.txt,,human_deceptive,deceptive,77.80999756,57.92,8.86,7.59
d_james_8.txt,,human_deceptive,deceptive,65.47100067,76.55,6.37,6.37
d_james_9.txt,,human_deceptive,deceptive,82.20400238,20.83,9.09,12.12
d_james_10.txt,,human_deceptive,deceptive,77.56900024,23.98,9.41,5.88
d_james_11.txt,,human_deceptive,deceptive,73.02899933,82.8,4.76,5.44
d_james_12.txt,,human_deceptive,deceptive,65.13300323,71.67,6,5
d_james_13.txt,,human_deceptive,deceptive,69.06700134,94.37,5.26,3.51
d_james_14.txt,,human_deceptive,deceptive,70.29299927,51.48,7.14,10.71
d_james_15.txt,,human_deceptive,deceptive,70.32099915,87.09,7.44,7.44
d_james_16.txt,,human_deceptive,deceptive,40.13899994,86.71,8.3,7.17
d_james_17.txt,,human_deceptive,deceptive,63.38100052,91.36,7.14,10
d_james_18.txt,,human_deceptive,deceptive,66.40200043,78.84,12,4
d_james_19.txt,,human_deceptive,deceptive,58.41699982,90.77,3.81,4.76
d_james_20.txt,,human_deceptive,deceptive,66.65699768,88.09,11,10
d_knickerbocker_1.txt,,human_deceptive,deceptive,63.03499985,91.77,8.88,3.55
d_knickerbocker_2.txt,,human_deceptive,deceptive,47.85800171,86.27,4.3,2.15
d_knickerbocker_3.txt,,human_deceptive,deceptive,69.19400024,41.78,7.89,6.14
d_knickerbocker_4.txt,,human_deceptive,deceptive,75.87799835,41.7,5.04,1.68
d_knickerbocker_5.txt,,human_deceptive,deceptive,56.33399963,42.36,6.74,8.99
d_knickerbocker_6.txt,,human_deceptive,deceptive,72.06999969,32.25,11.32,11.32
d_knickerbocker_7.txt,,human_deceptive,deceptive,69.36299896,71.02,9.26,3.7
d_knickerbocker_8.txt,,human_deceptive,deceptive,64.62599945,56.59,7.5,7.5
d_knickerbocker_9.txt,,human_deceptive,deceptive,65.80999756,71.83,11.17,10.06
d_knickerbocker_10.txt,,human_deceptive,deceptive,58.41799927,4.22,6.56,4.92
d_knickerbocker_11.txt,,human_deceptive,deceptive,75.23899841,55.8,15.45,9.76
d_knickerbocker_12.txt,,human_deceptive,deceptive,75.28399658,62.47,10.31,9.28
d_knickerbocker_13.txt,,human_deceptive,deceptive,74.86199951,75.4,11.25,12.5
d_knickerbocker_14.txt,,human_deceptive,deceptive,76.84100342,33.38,7.41,7.41
d_knickerbocker_15.txt,,human_deceptive,deceptive,72.6989975,90.67,6.96,6.96
d_knickerbocker_16.txt,,human_deceptive,deceptive,66.19000244,90.77,7.62,6.67
d_knickerbocker_17.txt,,human_deceptive,deceptive,62.0870018,14.51,5.08,3.39
d_knickerbocker_18.txt,,human_deceptive,deceptive,64.87799835,74.19,10.67,6.67
d_knickerbocker_19.txt,,human_deceptive,deceptive,75.19999695,53.32,5.15,10.31
d_knickerbocker_20.txt,,human_deceptive,deceptive,60.02299881,31.35,5.41,8.11
d_monaco_1.txt,,human_deceptive,deceptive,46.62200165,83.67,5.8,4.35
d_monaco_2.txt,,human_deceptive,deceptive,71.68199921,22.92,4.3,2.69
d_monaco_3.txt,,human_deceptive,deceptive,64.67500305,73.06,5.63,7.04
d_monaco_4.txt,,human_deceptive,deceptive,66.60500336,28.5,7.59,10.13
d_monaco_5.txt,,human_deceptive,deceptive,53.9659996,63.7,10.45,5.97
d_monaco_6.txt,,human_deceptive,deceptive,59.20999908,63.81,4.76,9.52
d_monaco_7.txt,,human_deceptive,deceptive,73.38999939,29.44,9.21,6.58
d_monaco_8.txt,,human_deceptive,deceptive,58.53499985,58.5,5.88,7.84
d_monaco_9.txt,,human_deceptive,deceptive,70.73600006,36.32,8.56,6.31
d_monaco_10.txt,,human_deceptive,deceptive,62.7820015,80.27,7.1,7.1
d_monaco_11.txt,,human_deceptive,deceptive,62.55199814,51.21,4.04,5.05
d_monaco_12.txt,,human_deceptive,deceptive,83.57499695,6.86,8.51,8.51
d_monaco_13.txt,,human_deceptive,deceptive,75.23600006,62.96,9.76,7.32
d_monaco_14.txt,,human_deceptive,deceptive,69.40699768,50.51,9.29,7.65
d_monaco_15.txt,,human_deceptive,deceptive,72.49199677,25.36,10.84,10.84
d_monaco_16.txt,,human_deceptive,deceptive,52.19200134,91.13,8.64,11.11
d_monaco_17.txt,,human_deceptive,deceptive,92.88200378,71.02,9.26,7.41
d_monaco_18.txt,,human_deceptive,deceptive,74.52300262,47.22,7.77,6.8
d_monaco_19.txt,,human_deceptive,deceptive,53.37400055,90.79,9.62,10.58
d_monaco_20.txt,,human_deceptive,deceptive,64.73899841,53.31,5.52,5.52
d_omni_1.txt,,human_deceptive,deceptive,74.35099792,42.44,5.78,6.65
d_omni_2.txt,,human_deceptive,deceptive,89.00099945,75.29,7.55,11.32
d_omni_3.txt,,human_deceptive,deceptive,66.14900208,69.05,8.18,6.36
d_omni_4.txt,,human_deceptive,deceptive,66.50299835,76.7,12.5,12.5
d_omni_5.txt,,human_deceptive,deceptive,58.83499908,53.73,5.9,5.19
d_omni_6.txt,,human_deceptive,deceptive,81.27400208,70.33,6.35,6.35
d_omni_7.txt,,human_deceptive,deceptive,75.88800049,69.29,8.11,9.91
d_omni_8.txt,,human_deceptive,deceptive,59.60100174,82.46,8.51,9.57
d_omni_9.txt,,human_deceptive,deceptive,61.22299957,82.66,7.47,5.81
d_omni_10.txt,,human_deceptive,deceptive,80.69999695,52.72,7.23,7.23
d_omni_11.txt,,human_deceptive,deceptive,46.26900101,95.75,8.25,7.22
d_omni_12.txt,,human_deceptive,deceptive,64.30400085,66.41,7.32,9.76
d_omni_13.txt,,human_deceptive,deceptive,64.6269989,54.26,10.1,6.06
d_omni_14.txt,,human_deceptive,deceptive,69.4469986,39.7,4.44,6.67
d_omni_15.txt,,human_deceptive,deceptive,61.05500031,70.16,8.22,6.85
d_omni_16.txt,,human_deceptive,deceptive,64.66300201,56.16,6.45,5.65
d_omni_17.txt,,human_deceptive,deceptive,63.30899811,78.99,10.17,8.47
d_omni_18.txt,,human_deceptive,deceptive,71.75,52.34,7.02,4.39
d_omni_19.txt,,human_deceptive,deceptive,66.26899719,53.11,2.91,8.74
d_omni_20.txt,,human_deceptive,deceptive,75.44200134,76.94,8.12,5.13
d_palmer_1.txt,,human_deceptive,deceptive,42.62799835,85.07,22.86,25.71
d_palmer_2.txt,,human_deceptive,deceptive,49.56900024,83.96,7.51,4.05
d_palmer_3.txt,,human_deceptive,deceptive,57.19200134,78.46,8.64,11.11
d_palmer_4.txt,,human_deceptive,deceptive,61.07300186,97.04,6.48,4.63
d_palmer_5.txt,,human_deceptive,deceptive,67.40499878,88.17,7.55,2.83
d_palmer_6.txt,,human_deceptive,deceptive,62.70700073,62.68,11.48,7.38
d_palmer_7.txt,,human_deceptive,deceptive,66.06400299,67.41,7.58,6.06
d_palmer_8.txt,,human_deceptive,deceptive,73.15299988,80.96,4.29,3.57
d_palmer_9.txt,,human_deceptive,deceptive,76.80799866,45.59,9.01,6.31
d_palmer_10.txt,,human_deceptive,deceptive,60.1590004,87.73,9.88,4.94
d_palmer_11.txt,,human_deceptive,deceptive,74.93099976,84.82,8.38,11.98
d_palmer_12.txt,,human_deceptive,deceptive,76.47000122,78.28,6.25,6.94
d_palmer_13.txt,,human_deceptive,deceptive,59.63399887,90.84,6,7
d_palmer_14.txt,,human_deceptive,deceptive,80.22399902,72.76,6.19,7.62
d_palmer_15.txt,,human_deceptive,deceptive,56.92599869,63.44,6.77,7.52
d_palmer_16.txt,,human_deceptive,deceptive,60.98799896,83.36,7.58,7.58
d_palmer_17.txt,,human_deceptive,deceptive,53.52999878,83.34,10.13,8.86
d_palmer_18.txt,,human_deceptive,deceptive,61.32600021,86.38,8.33,5.21
d_palmer_19.txt,,human_deceptive,deceptive,72.7009964,53.99,5.49,5.49
d_palmer_20.txt,,human_deceptive,deceptive,62.14300156,55.01,7.45,9.57
d_sheraton_1.txt,,human_deceptive,deceptive,72.15399933,22.63,10.29,7.35
d_sheraton_2.txt,,human_deceptive,deceptive,57.43600082,84.52,7.91,5.93
d_sheraton_3.txt,,human_deceptive,deceptive,62.81600189,20.41,5.49,4.4
d_sheraton_4.txt,,human_deceptive,deceptive,65.15799713,16.31,9.84,8.2
d_sheraton_5.txt,,human_deceptive,deceptive,76.66300201,71.25,6.67,6.67
d_sheraton_6.txt,,human_deceptive,deceptive,68.51699829,54.7,10,10
d_sheraton_7.txt,,human_deceptive,deceptive,49.55099869,90.8,5.83,7.77
d_sheraton_8.txt,,human_deceptive,deceptive,73.31800079,51.35,4.13,4.13
d_sheraton_9.txt,,human_deceptive,deceptive,67.05000305,95.49,9.71,9.71
d_sheraton_10.txt,,human_deceptive,deceptive,80.51599884,36.37,15.38,17.31
d_sheraton_11.txt,,human_deceptive,deceptive,78.2460022,62.77,8.49,7.08
d_sheraton_12.txt,,human_deceptive,deceptive,72.7480011,94.13,12.33,6.85
d_sheraton_13.txt,,human_deceptive,deceptive,57.2159996,71.9,4.95,8.91
d_sheraton_14.txt,,human_deceptive,deceptive,45.59400177,48.23,5.71,14.29
d_sheraton_15.txt,,human_deceptive,deceptive,65.55699921,52.65,3.92,5.88
d_sheraton_16.txt,,human_deceptive,deceptive,63.52600098,72.2,3.3,5.49
d_sheraton_17.txt,,human_deceptive,deceptive,62.17200089,45.65,6,16
d_sheraton_18.txt,,human_deceptive,deceptive,60.64899826,33.89,6.78,6.78
d_sheraton_19.txt,,human_deceptive,deceptive,62.68099976,86.15,4.44,8.15
d_sheraton_20.txt,,human_deceptive,deceptive,80.69999695,25.33,7.59,8.86
d_sofitel_1.txt,,human_deceptive,deceptive,70.37799835,82.56,9.24,6.72
d_sofitel_2.txt,,human_deceptive,deceptive,68.47000122,60.19,7.89,6.58
d_sofitel_3.txt,,human_deceptive,deceptive,63.79700089,77.57,15.15,7.07
d_sofitel_4.txt,,human_deceptive,deceptive,56.54600143,62.91,8.4,6.87
d_sofitel_5.txt,,human_deceptive,deceptive,71.81600189,53.32,4.12,6.19
d_sofitel_6.txt,,human_deceptive,deceptive,76.30000305,83.77,5.36,8.04
d_sofitel_7.txt,,human_deceptive,deceptive,65.81099701,89.52,5.17,5.17
d_sofitel_8.txt,,human_deceptive,deceptive,54.3030014,30.58,6.98,9.3
d_sofitel_9.txt,,human_deceptive,deceptive,80.44499969,48.96,8.45,12.68
d_sofitel_10.txt,,human_deceptive,deceptive,63.27199936,56.47,6.31,8.11
d_sofitel_11.txt,,human_deceptive,deceptive,64.96299744,15.41,8.57,11.43
d_sofitel_12.txt,,human_deceptive,deceptive,62.17200089,64.21,10.29,4.41
d_sofitel_13.txt,,human_deceptive,deceptive,60.81999969,87.3,7.58,7.58
d_sofitel_14.txt,,human_deceptive,deceptive,66.48799896,59.28,5,7.31
d_sofitel_15.txt,,human_deceptive,deceptive,61.20500183,46.55,3.54,4.42
d_sofitel_16.txt,,human_deceptive,deceptive,64.78299713,49.68,5.33,6
d_sofitel_17.txt,,human_deceptive,deceptive,87.33100128,19.91,8.43,9.64
d_sofitel_18.txt,,human_deceptive,deceptive,65.64099884,56.38,12.22,8.89
d_sofitel_19.txt,,human_deceptive,deceptive,57.51900101,69.49,1.64,7.38
d_sofitel_20.txt,,human_deceptive,deceptive,62.88700104,62.72,7.6,7.02
d_swissotel_1.txt,,human_deceptive,deceptive,71.18099976,38.2,10.26,7.18
d_swissotel_2.txt,,human_deceptive,deceptive,60.65000153,22.63,4.41,5.88
d_swissotel_3.txt,,human_deceptive,deceptive,70.88600159,34.21,15.07,9.59
d_swissotel_4.txt,,human_deceptive,deceptive,56.58800125,89.52,4.23,9.86
d_swissotel_5.txt,,human_deceptive,deceptive,69.34700012,91.94,7.05,5.13
d_swissotel_6.txt,,human_deceptive,deceptive,58.11000061,68.35,10.26,10.26
d_swissotel_7.txt,,human_deceptive,deceptive,75.96199799,8.99,2.78,7.41
d_swissotel_8.txt,,human_deceptive,deceptive,54.25299835,97.2,1.45,4.35
d_swissotel_9.txt,,human_deceptive,deceptive,85.43599701,6.68,6.06,9.09
d_swissotel_10.txt,,human_deceptive,deceptive,71.26599884,55.74,12.93,6.9
d_swissotel_11.txt,,human_deceptive,deceptive,65.28500366,47.02,19.3,14.04
d_swissotel_12.txt,,human_deceptive,deceptive,81.02100372,33.83,5.88,5.88
d_swissotel_13.txt,,human_deceptive,deceptive,72.24099731,85.57,5.13,3.42
d_swissotel_14.txt,,human_deceptive,deceptive,57.77399826,50.85,8.53,6.98
d_swissotel_15.txt,,human_deceptive,deceptive,73.84700012,44.56,9.18,5.1
d_swissotel_16.txt,,human_deceptive,deceptive,73.83000183,73.65,12.33,9.59
d_swissotel_17.txt,,human_deceptive,deceptive,74.42099762,52.34,7.89,10.53
d_swissotel_18.txt,,human_deceptive,deceptive,67.03600311,67.21,5.83,6.8
d_swissotel_19.txt,,human_deceptive,deceptive,68.72000122,57.92,7.59,7.59
d_swissotel_20.txt,,human_deceptive,deceptive,82.77100372,8.85,6.25,7.81
d_talbott_1.txt,,human_deceptive,deceptive,70.12400055,61.45,4.55,8.18
d_talbott_2.txt,,human_deceptive,deceptive,60.90299988,35.83,11.46,7.91
d_talbott_3.txt,,human_deceptive,deceptive,74.09999847,38.85,10.14,5.8
d_talbott_4.txt,,human_deceptive,deceptive,52.95199966,35.59,4.29,8.57
d_talbott_5.txt,,human_deceptive,deceptive,74.27200317,31.55,6.87,4.58
